object_label,Unnamed: 0,query_segment_id,query_label,candidate_segment_id,candidate_video_id,similarity,candidate_label_indices,candidate_label_names,source_split
Alarm_bell_ringing,202001,t-CiLzdNecs_1000,Alarm_bell_ringing,Co6fiRhRX_M_0,Co6fiRhRX_M,0.7956000566482544,395,Alarm clock,unbal_train
Alarm_bell_ringing,176511,fZ02KtM1tQQ_30000,Alarm_bell_ringing,CDqQrCiVQmE_60000,CDqQrCiVQmE,0.7910774946212769,395,Alarm clock,unbal_train
Alarm_bell_ringing,405115,RQT5ssY1B68_30000,Alarm_bell_ringing,MhXIoExCqVw_20000,MhXIoExCqVw,0.7897969484329224,388,Alarm,unbal_train
Alarm_bell_ringing,255171,GvWm5TyWgPc_10000,Alarm_bell_ringing,jYseDmE3QW4_0,jYseDmE3QW4,0.7895169854164124,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,492838,fZ02KtM1tQQ_30000,Alarm_bell_ringing,n1vWFuC6r3k_10000,n1vWFuC6r3k,0.7885565757751465,395,Alarm clock,unbal_train
Alarm_bell_ringing,326994,IlqOpkmy4C0_11000,Alarm_bell_ringing,R8WB_-Pfd-I_0,R8WB_-Pfd-I,0.7876231074333191,395,Alarm clock,bal_train
Alarm_bell_ringing,170204,53-OcC7i-W4_25000,Alarm_bell_ringing,8t42qBCskdw_20000,8t42qBCskdw,0.7875906229019165,388,Alarm,unbal_train
Alarm_bell_ringing,492582,fVTjznfUoT8_21000,Alarm_bell_ringing,c-nqtgxL9sE_20000,c-nqtgxL9sE,0.7868272066116333,395,Alarm clock,unbal_train
Alarm_bell_ringing,465951,fZ02KtM1tQQ_30000,Alarm_bell_ringing,5w_h7WUucSc_20000,5w_h7WUucSc,0.7867317199707031,388,Alarm,unbal_train
Alarm_bell_ringing,243465,9OqtuFGCCR8_30000,Alarm_bell_ringing,wcnZcOtdFjU_20000,wcnZcOtdFjU,0.7856323719024658,388,Alarm,unbal_train
Alarm_bell_ringing,353179,M1-0hqpMYDo_0,Alarm_bell_ringing,77S70NhRoBc_5000,77S70NhRoBc,0.7851136326789856,395,Alarm clock,unbal_train
Alarm_bell_ringing,233492,8W82WdRBx4E_20000,Alarm_bell_ringing,kgJnKxJC2q0_10000,kgJnKxJC2q0,0.7843783497810364,395,Alarm clock,unbal_train
Alarm_bell_ringing,536097,pVgoBDzwHig_3000,Alarm_bell_ringing,tLgYuO-w638_0,tLgYuO-w638,0.7828050851821899,355,Doorbell,unbal_train
Alarm_bell_ringing,498426,g_fXHq1Csc4_0,Alarm_bell_ringing,ofDKJJpUhuY_80000,ofDKJJpUhuY,0.7810494899749756,355,Doorbell,unbal_train
Alarm_bell_ringing,507154,hlG2-K5ZIkY_80000,Alarm_bell_ringing,VXVuWhara_o_60000,VXVuWhara_o,0.7799273729324341,355,Doorbell,unbal_train
Alarm_bell_ringing,492806,fZ02KtM1tQQ_30000,Alarm_bell_ringing,dxoIUrTn_K8_10000,dxoIUrTn_K8,0.7766071557998657,395,Alarm clock,eval
Alarm_bell_ringing,367743,NfSea2VFxJc_0,Alarm_bell_ringing,9pkTYOkJeQI_20000,9pkTYOkJeQI,0.7763353586196899,388,Alarm,unbal_train
Alarm_bell_ringing,301769,F-i7xaERdUA_113000,Alarm_bell_ringing,WVIsVp-7Jjc_19000,WVIsVp-7Jjc,0.774682879447937,395,Alarm clock,eval
Alarm_bell_ringing,446760,WVIsVp-7Jjc_19000,Alarm_bell_ringing,F-i7xaERdUA_113000,F-i7xaERdUA,0.774682879447937,395,Alarm clock,eval
Alarm_bell_ringing,62022,53-OcC7i-W4_25000,Alarm_bell_ringing,g_fXHq1Csc4_0,g_fXHq1Csc4,0.7737441658973694,395,Alarm clock,bal_train
Alarm_bell_ringing,424250,U0eCWcPP798_0,Alarm_bell_ringing,4zUBhlhIvR4_0,4zUBhlhIvR4,0.7735743522644043,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,550912,tMxA0pghG4k_30000,Alarm_bell_ringing,RXveLMrsl3M_0,RXveLMrsl3M,0.7680299282073975,390,Telephone bell ringing,bal_train
Alarm_bell_ringing,498324,g_fXHq1Csc4_0,Alarm_bell_ringing,JL76D1HWv-U_550000,JL76D1HWv-U,0.7674460411071777,355,Doorbell,bal_train
Alarm_bell_ringing,173491,57wLY6lcZus_80000,Alarm_bell_ringing,ITahZkhzr-w_30000,ITahZkhzr-w,0.7673282623291016,395,Alarm clock,unbal_train
Alarm_bell_ringing,200657,89-cWFtXz_U_270000,Alarm_bell_ringing,isGpvA-ew5g_0,isGpvA-ew5g,0.7661341428756714,388,Alarm,unbal_train
Alarm_bell_ringing,380146,O_1Cqphz0oQ_30000,Alarm_bell_ringing,VbPjWw7pRzo_230000,VbPjWw7pRzo,0.7645076513290405,395,Alarm clock,unbal_train
Alarm_bell_ringing,424472,U0eCWcPP798_0,Alarm_bell_ringing,rgE5OgfOEzg_10000,rgE5OgfOEzg,0.7643958926200867,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,200646,89-cWFtXz_U_270000,Alarm_bell_ringing,V624mQ4kzEo_180000,V624mQ4kzEo,0.7606844902038574,388,Alarm,unbal_train
Alarm_bell_ringing,380122,O_1Cqphz0oQ_30000,Alarm_bell_ringing,MIdJeGyPzSQ_0,MIdJeGyPzSQ,0.7605414390563965,388,Alarm,unbal_train
Alarm_bell_ringing,225593,89-cWFtXz_U_270000,Alarm_bell_ringing,misxaSZC_4I_40000,misxaSZC_4I,0.7604331970214844,395,Alarm clock,unbal_train
Alarm_bell_ringing,233509,8W82WdRBx4E_20000,Alarm_bell_ringing,sfijdojFuSI_40000,sfijdojFuSI,0.760051965713501,388,Alarm,unbal_train
Alarm_bell_ringing,492604,fVTjznfUoT8_21000,Alarm_bell_ringing,kn1AXmu6imM_15000,kn1AXmu6imM,0.759223461151123,395,Alarm clock,unbal_train
Alarm_bell_ringing,233517,8W82WdRBx4E_20000,Alarm_bell_ringing,vq7gV59jyxc_60000,vq7gV59jyxc,0.7571840286254883,395,Alarm clock,unbal_train
Alarm_bell_ringing,425678,Wi6ef91IiUg_490000,Alarm_bell_ringing,lvi0RjGP2R8_280000,lvi0RjGP2R8,0.7559447288513184,395,Alarm clock,bal_train
Alarm_bell_ringing,303471,F91ueYOdGfI_400000,Alarm_bell_ringing,rMH2jA5Q2Sc_180000,rMH2jA5Q2Sc,0.7547177076339722,388,Alarm,unbal_train
Alarm_bell_ringing,405205,RQT5ssY1B68_30000,Alarm_bell_ringing,rmXYIH5OLl8_200000,rmXYIH5OLl8,0.7542320489883423,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,416612,SuKtxWhkWjo_40000,Alarm_bell_ringing,bVWivjoXvio_0,bVWivjoXvio,0.7538872957229614,388,Alarm,unbal_train
Alarm_bell_ringing,559353,wBqBVtBHDTE_30000,Alarm_bell_ringing,cT875XG7f3k_20000,cT875XG7f3k,0.753398060798645,388|395,Alarm|Alarm clock,unbal_train
Alarm_bell_ringing,380142,O_1Cqphz0oQ_30000,Alarm_bell_ringing,ScwMaXCZC7M_0,ScwMaXCZC7M,0.7525292038917542,395,Alarm clock,bal_train
Alarm_bell_ringing,67338,9OqtuFGCCR8_30000,Alarm_bell_ringing,2OtuehBenJg_10000,2OtuehBenJg,0.7521122097969055,388,Alarm,unbal_train
Alarm_bell_ringing,416555,SuKtxWhkWjo_40000,Alarm_bell_ringing,NGAyQ6v6Jv0_20000,NGAyQ6v6Jv0,0.7518646121025085,388,Alarm,unbal_train
Alarm_bell_ringing,448530,Wi6ef91IiUg_490000,Alarm_bell_ringing,-BY9aSqtBv4_140000,-BY9aSqtBv4,0.7518244981765747,388,Alarm,unbal_train
Alarm_bell_ringing,424469,U0eCWcPP798_0,Alarm_bell_ringing,rNR7ltxbi-4_30000,rNR7ltxbi-4,0.7500518560409546,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,380108,O_1Cqphz0oQ_30000,Alarm_bell_ringing,FkxerJFHgwk_30000,FkxerJFHgwk,0.7498845458030701,388|395,Alarm|Alarm clock,unbal_train
Alarm_bell_ringing,367853,NfSea2VFxJc_0,Alarm_bell_ringing,uIGqXa3OyKo_16000,uIGqXa3OyKo,0.7498478889465332,390,Telephone bell ringing,bal_train
Alarm_bell_ringing,376555,Qtpn66PvyUA_3000,Alarm_bell_ringing,N2jZmXePKV0_8000,N2jZmXePKV0,0.7483315467834473,390,Telephone bell ringing,bal_train
Alarm_bell_ringing,403067,Qtpn66PvyUA_3000,Alarm_bell_ringing,341ElZK1DVM_0,341ElZK1DVM,0.7479516267776489,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,233483,8W82WdRBx4E_20000,Alarm_bell_ringing,iHQAtkUDdGw_10000,iHQAtkUDdGw,0.7471411228179932,395,Alarm clock,bal_train
Alarm_bell_ringing,243321,9OqtuFGCCR8_30000,Alarm_bell_ringing,F1e3R8C4doA_40000,F1e3R8C4doA,0.7469909191131592,388,Alarm,unbal_train
Alarm_bell_ringing,86285,C7TihoHf_hM_20000,Alarm_bell_ringing,73BZrwK0WG4_10000,73BZrwK0WG4,0.746122419834137,395,Alarm clock,unbal_train
Alarm_bell_ringing,241653,5UMWvLV5DGU_40000,Alarm_bell_ringing,TRvtDwEBWNE_80000,TRvtDwEBWNE,0.745414674282074,388,Alarm,unbal_train
Alarm_bell_ringing,380186,O_1Cqphz0oQ_30000,Alarm_bell_ringing,hJdERy0L55E_440000,hJdERy0L55E,0.7448509931564331,395,Alarm clock,unbal_train
Alarm_bell_ringing,317183,HhP9eZ8cNIY_0,Alarm_bell_ringing,RthSBUaKjes_6000,RthSBUaKjes,0.7446884512901306,390,Telephone bell ringing,eval
Alarm_bell_ringing,110728,53-OcC7i-W4_25000,Alarm_bell_ringing,gjTcoYdpgJ0_60000,gjTcoYdpgJ0,0.7436429262161255,355,Doorbell,unbal_train
Alarm_bell_ringing,173569,57wLY6lcZus_80000,Alarm_bell_ringing,a-R0dKjvsu0_420000,a-R0dKjvsu0,0.7430680394172668,395,Alarm clock,unbal_train
Alarm_bell_ringing,225560,89-cWFtXz_U_270000,Alarm_bell_ringing,XCu8MYnvwPc_20000,XCu8MYnvwPc,0.7423054575920105,395,Alarm clock,unbal_train
Alarm_bell_ringing,105810,31c2kosdtuo_20000,Alarm_bell_ringing,FXyqpiIEalI_110000,FXyqpiIEalI,0.74224853515625,395,Alarm clock,unbal_train
Alarm_bell_ringing,105833,31c2kosdtuo_20000,Alarm_bell_ringing,c_vJc0Tice4_10000,c_vJc0Tice4,0.7412264943122864,395,Alarm clock,unbal_train
Alarm_bell_ringing,559300,wBqBVtBHDTE_30000,Alarm_bell_ringing,GCweJ2Swnqc_30000,GCweJ2Swnqc,0.7411807179450989,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,315015,GvWm5TyWgPc_10000,Alarm_bell_ringing,DikSRiifDi4_40000,DikSRiifDi4,0.7407059669494629,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,326038,I_qBcFL7rys_0,Alarm_bell_ringing,bVvJzXMLaS8_0,bVvJzXMLaS8,0.7385945320129395,355,Doorbell,eval
Alarm_bell_ringing,155875,RQT5ssY1B68_30000,Alarm_bell_ringing,NfSea2VFxJc_0,NfSea2VFxJc,0.7378733158111572,355,Doorbell,bal_train
Alarm_bell_ringing,367793,NfSea2VFxJc_0,Alarm_bell_ringing,RQT5ssY1B68_30000,RQT5ssY1B68,0.7378733158111572,355,Doorbell,bal_train
Alarm_bell_ringing,135992,4dujzoc7MHE_170000,Alarm_bell_ringing,wXVjnDb294U_0,wXVjnDb294U,0.7371023297309875,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,206459,8UQI59N-bAs_10000,Alarm_bell_ringing,cpOqfdczSV0_0,cpOqfdczSV0,0.736613392829895,388,Alarm,unbal_train
Alarm_bell_ringing,243316,9OqtuFGCCR8_30000,Alarm_bell_ringing,DKIzFmeudjY_10000,DKIzFmeudjY,0.7342822551727295,395,Alarm clock,unbal_train
Alarm_bell_ringing,492729,fZ02KtM1tQQ_30000,Alarm_bell_ringing,ImI6wq8MZHI_30000,ImI6wq8MZHI,0.7335403561592102,395,Alarm clock,unbal_train
Alarm_bell_ringing,233389,8W82WdRBx4E_20000,Alarm_bell_ringing,6G_XW7r_Wvk_10000,6G_XW7r_Wvk,0.7334917783737183,395,Alarm clock,unbal_train
Alarm_bell_ringing,233413,8W82WdRBx4E_20000,Alarm_bell_ringing,K6ptIm40Fh4_30000,K6ptIm40Fh4,0.732593297958374,388,Alarm,unbal_train
Alarm_bell_ringing,448770,Wi6ef91IiUg_490000,Alarm_bell_ringing,s665HeCC6_c_220000,s665HeCC6_c,0.7320944666862488,395,Alarm clock,unbal_train
Alarm_bell_ringing,275223,C7TihoHf_hM_20000,Alarm_bell_ringing,P_v7b7QLQxE_30000,P_v7b7QLQxE,0.731880784034729,388|395,Alarm|Alarm clock,unbal_train
Alarm_bell_ringing,492569,fVTjznfUoT8_21000,Alarm_bell_ringing,XprqiWeGihg_7000,XprqiWeGihg,0.7313188314437866,395,Alarm clock,bal_train
Alarm_bell_ringing,512918,j53tAI-EGcI_30000,Alarm_bell_ringing,4aXNnYg5zAg_40000,4aXNnYg5zAg,0.7305437922477722,388,Alarm,unbal_train
Alarm_bell_ringing,173451,57wLY6lcZus_80000,Alarm_bell_ringing,Ao0Co9rCyH4_170000,Ao0Co9rCyH4,0.7284030914306641,395,Alarm clock,unbal_train
Alarm_bell_ringing,132008,U0eCWcPP798_0,Alarm_bell_ringing,jWkDCko5YWs_10000,jWkDCko5YWs,0.7272452712059021,355,Doorbell,unbal_train
Alarm_bell_ringing,225583,89-cWFtXz_U_270000,Alarm_bell_ringing,g_5f3SjjiOU_20000,g_5f3SjjiOU,0.727192759513855,395,Alarm clock,unbal_train
Alarm_bell_ringing,243453,9OqtuFGCCR8_30000,Alarm_bell_ringing,sfyUUm2f1rw_0,sfyUUm2f1rw,0.7261941432952881,388,Alarm,unbal_train
Alarm_bell_ringing,490462,eyanSta5aPI_30000,Alarm_bell_ringing,fmvyYzwJXZk_30000,fmvyYzwJXZk,0.7258987426757812,395,Alarm clock,unbal_train
Alarm_bell_ringing,531598,ofDKJJpUhuY_80000,Alarm_bell_ringing,eqbwUm1eNmQ_30000,eqbwUm1eNmQ,0.7242580652236938,395,Alarm clock,unbal_train
Alarm_bell_ringing,52293,0oI0BvmTLvA_20000,Alarm_bell_ringing,hlG2-K5ZIkY_80000,hlG2-K5ZIkY,0.7241004705429077,355,Doorbell,unbal_train
Alarm_bell_ringing,416557,SuKtxWhkWjo_40000,Alarm_bell_ringing,NVNuo-CpRbU_50000,NVNuo-CpRbU,0.7237776517868042,388,Alarm,unbal_train
Alarm_bell_ringing,492771,fZ02KtM1tQQ_30000,Alarm_bell_ringing,WpaOXMCen7s_0,WpaOXMCen7s,0.7233458161354065,388|395,Alarm|Alarm clock,unbal_train
Alarm_bell_ringing,492543,fVTjznfUoT8_21000,Alarm_bell_ringing,PSY837seJQI_10000,PSY837seJQI,0.7222518920898438,395,Alarm clock,unbal_train
Alarm_bell_ringing,471047,bVvJzXMLaS8_0,Alarm_bell_ringing,l_RotMdBR1I_20000,l_RotMdBR1I,0.7206613421440125,355,Doorbell,unbal_train
Alarm_bell_ringing,492656,fZ02KtM1tQQ_30000,Alarm_bell_ringing,3bfLx0v2z_M_10000,3bfLx0v2z_M,0.7198850512504578,395,Alarm clock,unbal_train
Alarm_bell_ringing,490449,eyanSta5aPI_30000,Alarm_bell_ringing,ZJ2AHS3pVro_7000,ZJ2AHS3pVro,0.7194979190826416,395,Alarm clock,bal_train
Alarm_bell_ringing,559287,wBqBVtBHDTE_30000,Alarm_bell_ringing,9it7TG54R7o_20000,9it7TG54R7o,0.7194514274597168,395,Alarm clock,unbal_train
Alarm_bell_ringing,416561,SuKtxWhkWjo_40000,Alarm_bell_ringing,OT_SBdq1PkY_360000,OT_SBdq1PkY,0.7190887928009033,395,Alarm clock,unbal_train
Alarm_bell_ringing,537142,pqQCdtURruc_0,Alarm_bell_ringing,4WSj0iNXCx8_0,4WSj0iNXCx8,0.718872606754303,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,531648,ofDKJJpUhuY_80000,Alarm_bell_ringing,y4T4YGZKamk_240000,y4T4YGZKamk,0.7166780233383179,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,403160,Qtpn66PvyUA_3000,Alarm_bell_ringing,ReZwXHR1QX8_10000,ReZwXHR1QX8,0.7157371640205383,395,Alarm clock,unbal_train
Alarm_bell_ringing,83915,24Y8aIUFepo_30000,Alarm_bell_ringing,fhVy75I226w_20000,fhVy75I226w,0.7157104015350342,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,531540,ofDKJJpUhuY_80000,Alarm_bell_ringing,FDYrS09i77s_9000,FDYrS09i77s,0.7156286239624023,388,Alarm,unbal_train
Alarm_bell_ringing,563556,y4E6tNhxeFo_12000,Alarm_bell_ringing,d6Pa4mFUN74_0,d6Pa4mFUN74,0.714806854724884,355,Doorbell,unbal_train
Alarm_bell_ringing,225568,89-cWFtXz_U_270000,Alarm_bell_ringing,aRznpdEqOs4_90000,aRznpdEqOs4,0.7141197919845581,395,Alarm clock,unbal_train
Alarm_bell_ringing,241672,5UMWvLV5DGU_40000,Alarm_bell_ringing,RgSCP3DCyds_0,RgSCP3DCyds,0.7132306098937988,388,Alarm,unbal_train
Alarm_bell_ringing,225543,89-cWFtXz_U_270000,Alarm_bell_ringing,OiQXv6mK_1k_140000,OiQXv6mK_1k,0.7126084566116333,388,Alarm,unbal_train
Alarm_bell_ringing,201606,t-CiLzdNecs_1000,Alarm_bell_ringing,-9ek6eO0RtI_260000,-9ek6eO0RtI,0.7120324373245239,355,Doorbell,bal_train
Alarm_bell_ringing,424489,U0eCWcPP798_0,Alarm_bell_ringing,x6WNc2iLJ7o_540000,x6WNc2iLJ7o,0.7120312452316284,388,Alarm,unbal_train
Alarm_bell_ringing,380115,O_1Cqphz0oQ_30000,Alarm_bell_ringing,IlqOpkmy4C0_11000,IlqOpkmy4C0,0.7111525535583496,395,Alarm clock,eval
Alarm_bell_ringing,129401,T_FZMsRHzLc_30000,Alarm_bell_ringing,TW-lRARx47c_30000,TW-lRARx47c,0.7106220722198486,388,Alarm,bal_train
Alarm_bell_ringing,233466,8W82WdRBx4E_20000,Alarm_bell_ringing,fQlRdPuQH9A_20000,fQlRdPuQH9A,0.7099207639694214,395,Alarm clock,unbal_train
Alarm_bell_ringing,344042,Kk6C7Mm6qWM_20000,Alarm_bell_ringing,q8i4B6lSshE_30000,q8i4B6lSshE,0.709227442741394,395,Alarm clock,unbal_train
Alarm_bell_ringing,47333,4dujzoc7MHE_170000,Alarm_bell_ringing,J8IgXl5g97A_70000,J8IgXl5g97A,0.7086119651794434,388,Alarm,unbal_train
Alarm_bell_ringing,376650,Qtpn66PvyUA_3000,Alarm_bell_ringing,5qn1g7q88-w_10000,5qn1g7q88-w,0.7082357406616211,388,Alarm,unbal_train
Alarm_bell_ringing,105845,31c2kosdtuo_20000,Alarm_bell_ringing,krCoBVQZLiQ_30000,krCoBVQZLiQ,0.7082338929176331,388,Alarm,bal_train
Alarm_bell_ringing,462614,_HDolAn2_us_60000,Alarm_bell_ringing,pVgoBDzwHig_3000,pVgoBDzwHig,0.7080416679382324,355,Doorbell,eval
Alarm_bell_ringing,301742,F-i7xaERdUA_113000,Alarm_bell_ringing,GKc7KdGMhW8_0,GKc7KdGMhW8,0.7078249454498291,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,256004,GvWm5TyWgPc_10000,Alarm_bell_ringing,DhHxhzMudYY_4000,DhHxhzMudYY,0.7073496580123901,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,416457,SuKtxWhkWjo_40000,Alarm_bell_ringing,18X8cOvlF68_60000,18X8cOvlF68,0.7065176963806152,388,Alarm,unbal_train
Alarm_bell_ringing,239788,91LB9ssE__k_110000,Alarm_bell_ringing,rJtrGb0NRyQ_10000,rJtrGb0NRyQ,0.7056267261505127,388,Alarm,unbal_train
Alarm_bell_ringing,179836,5UMWvLV5DGU_40000,Alarm_bell_ringing,EjKezrHeSpg_0,EjKezrHeSpg,0.7055347561836243,395,Alarm clock,unbal_train
Alarm_bell_ringing,115097,3c5KOAOX46I_30000,Alarm_bell_ringing,ft2alhV7W2U_50000,ft2alhV7W2U,0.7054884433746338,388,Alarm,unbal_train
Alarm_bell_ringing,367773,NfSea2VFxJc_0,Alarm_bell_ringing,L9_QOpRG8s8_0,L9_QOpRG8s8,0.7043972015380859,355,Doorbell,unbal_train
Alarm_bell_ringing,498406,g_fXHq1Csc4_0,Alarm_bell_ringing,hS2y1WF0KyU_0,hS2y1WF0KyU,0.7042022943496704,388,Alarm,unbal_train
Alarm_bell_ringing,376749,Qtpn66PvyUA_3000,Alarm_bell_ringing,JMdtiTAHYgc_0,JMdtiTAHYgc,0.7040948867797852,355,Doorbell,unbal_train
Alarm_bell_ringing,416451,SuKtxWhkWjo_40000,Alarm_bell_ringing,-kJT_nUHinA_50000,-kJT_nUHinA,0.7036323547363281,395,Alarm clock,unbal_train
Alarm_bell_ringing,424433,U0eCWcPP798_0,Alarm_bell_ringing,l2_M5VeT83Q_420000,l2_M5VeT83Q,0.7029139995574951,390,Telephone bell ringing,unbal_train
Alarm_bell_ringing,433513,UjlwtQeFdWY_540000,Alarm_bell_ringing,1UfEuI9jg9g_260000,1UfEuI9jg9g,0.7027535438537598,395,Alarm clock,unbal_train
Alarm_bell_ringing,411385,SSJlSadbMoE_30000,Alarm_bell_ringing,qaEQpxqtSnE_0,qaEQpxqtSnE,0.701708972454071,395,Alarm clock,unbal_train
Alarm_bell_ringing,531554,ofDKJJpUhuY_80000,Alarm_bell_ringing,KrFlV-IA5cE_0,KrFlV-IA5cE,0.700462281703949,395,Alarm clock,unbal_train
Alarm_bell_ringing,462611,_HDolAn2_us_60000,Alarm_bell_ringing,hjXNxmWySRY_120000,hjXNxmWySRY,0.9534345865249634,0|355,Speech|Doorbell,unbal_train
Alarm_bell_ringing,462596,_HDolAn2_us_60000,Alarm_bell_ringing,M0HQ3VWaJpg_0,M0HQ3VWaJpg,0.9256856441497804,137|355|356,Music|Doorbell|Ding-dong,bal_train
Alarm_bell_ringing,424365,U0eCWcPP798_0,Alarm_bell_ringing,Y70cuq_9N2U_0,Y70cuq_9N2U,0.9155136346817015,390|391,Telephone bell ringing|Ringtone,unbal_train
Alarm_bell_ringing,507164,hlG2-K5ZIkY_80000,Alarm_bell_ringing,_KNIJQJ-CHA_30000,_KNIJQJ-CHA,0.8969738483428955,137|355,Music|Doorbell,unbal_train
Alarm_bell_ringing,353235,M1-0hqpMYDo_0,Alarm_bell_ringing,Tx8HKkQEPrc_10000,Tx8HKkQEPrc,0.8825808763504028,137|395,Music|Alarm clock,unbal_train
