filename,onset,offset,event_label
Y-q7ytM-Hox4_420.000_430.000.wav,6.175,8.114,Speech
Y-rQOBpBoyXw_220.000_230.000.wav,3.175,10.0,Blender
Y-rQOBpBoyXw_220.000_230.000.wav,3.424,4.315,Speech
Y-tF2I8HmsHg_0.000_10.000.wav,7.724,9.457,Dog
Y-tF2I8HmsHg_0.000_10.000.wav,7.181,9.504,Running_water
Y-tF2I8HmsHg_0.000_10.000.wav,1.102,2.567,Speech
Y-tvrWGyzObY_4.000_14.000.wav,7.968,8.218,Cat
Y-tvrWGyzObY_4.000_14.000.wav,7.758,8.011,Speech
Y-u0Rb_JX860_140.000_150.000.wav,8.827,9.077,Dog
Y-u0Rb_JX860_140.000_150.000.wav,5.819,6.11,Speech
Y-u8XTnRF0pE_70.000_80.000.wav,0.0,10.0,Alarm_bell_ringing
Y-u8XTnRF0pE_70.000_80.000.wav,2.784,3.937,Speech
Y-u8XTnRF0pE_70.000_80.000.wav,5.594,7.633,Speech
Y-uY-Eic5y84_30.000_40.000.wav,0.0,0.685,Alarm_bell_ringing
Y-uY-Eic5y84_30.000_40.000.wav,0.745,6.892,Speech
Y-uY-Eic5y84_30.000_40.000.wav,7.111,9.932,Speech
Y-v_xsHAOVxs_210.000_220.000.wav,0.135,3.06,Electric_shaver_toothbrush
Y-v_xsHAOVxs_210.000_220.000.wav,0.0,0.509,Speech
Y-v_xsHAOVxs_210.000_220.000.wav,3.06,5.521,Speech
Y-v_xsHAOVxs_210.000_220.000.wav,5.936,9.486,Speech
Y-v_xsHAOVxs_210.000_220.000.wav,9.64,10.0,Speech
Y-x849pIf37k_40.000_50.000.wav,7.48,7.73,Dishes
Y-x849pIf37k_40.000_50.000.wav,8.693,10.0,Frying
Y-x849pIf37k_40.000_50.000.wav,0.0,10.0,Speech
Y-xpqqyipOOw_30.000_40.000.wav,6.278,6.959,Alarm_bell_ringing
Y-xpqqyipOOw_30.000_40.000.wav,7.681,8.272,Alarm_bell_ringing
Y-xpqqyipOOw_30.000_40.000.wav,3.736,5.083,Speech
Y-xpqqyipOOw_30.000_40.000.wav,9.062,10.0,Speech
Y-z9MRaJhd1w_30.000_40.000.wav,6.975,7.225,Dishes
Y-z9MRaJhd1w_30.000_40.000.wav,0.0,3.547,Frying
Y-z9MRaJhd1w_30.000_40.000.wav,5.521,7.568,Frying
Y-z9MRaJhd1w_30.000_40.000.wav,0.509,1.939,Speech
Y-z9MRaJhd1w_30.000_40.000.wav,7.56,8.763,Speech
Y0-z96XQnTyo_0.000_10.000.wav,1.006,3.282,Alarm_bell_ringing
Y0-z96XQnTyo_0.000_10.000.wav,3.973,6.165,Alarm_bell_ringing
Y0-z96XQnTyo_0.000_10.000.wav,7.272,9.609,Speech
Y00m3AbSa21M_550.000_560.000.wav,8.104,10.0,Blender
Y00m3AbSa21M_550.000_560.000.wav,0.0,0.828,Speech
Y00m3AbSa21M_550.000_560.000.wav,1.971,5.719,Speech
Y00m3AbSa21M_550.000_560.000.wav,6.328,9.872,Speech
Y01sBauDc_PE_220.000_230.000.wav,2.931,10.0,Running_water
Y01sBauDc_PE_220.000_230.000.wav,0.622,0.911,Speech
Y01sBauDc_PE_220.000_230.000.wav,1.536,2.045,Speech
Y01sBauDc_PE_220.000_230.000.wav,3.014,5.323,Speech
Y01sBauDc_PE_220.000_230.000.wav,5.907,7.364,Speech
Y04Z_Yc8B7Vc_21.000_31.000.wav,8.207,8.71,Alarm_bell_ringing
Y04Z_Yc8B7Vc_21.000_31.000.wav,5.055,5.547,Speech
Y04Z_Yc8B7Vc_21.000_31.000.wav,6.125,7.837,Speech
Y04jA_kRetJY_190.000_200.000.wav,3.693,5.221,Dishes
Y04jA_kRetJY_190.000_200.000.wav,9.68,10.0,Dishes
Y04jA_kRetJY_190.000_200.000.wav,0.0,10.0,Frying
Y04jA_kRetJY_190.000_200.000.wav,0.0,0.688,Speech
Y04jA_kRetJY_190.000_200.000.wav,2.329,3.222,Speech
Y04jA_kRetJY_190.000_200.000.wav,4.36,8.291,Speech
Y06-TYMTQwRo_150.000_160.000.wav,3.134,4.157,Alarm_bell_ringing
Y06-TYMTQwRo_150.000_160.000.wav,0.0,3.126,Speech
Y06-TYMTQwRo_150.000_160.000.wav,5.89,10.0,Speech
Y07_-zHUC8LA_80.000_90.000.wav,8.693,10.0,Blender
Y07_-zHUC8LA_80.000_90.000.wav,0.0,0.25,Speech
Y07_-zHUC8LA_80.000_90.000.wav,0.433,0.724,Speech
Y07_-zHUC8LA_80.000_90.000.wav,0.913,1.724,Speech
Y07_-zHUC8LA_80.000_90.000.wav,2.346,3.378,Speech
Y07_-zHUC8LA_80.000_90.000.wav,4.236,4.827,Speech
Y07_-zHUC8LA_80.000_90.000.wav,4.984,5.953,Speech
