filename	onset	offset	event_label
Y0bO6DhC2tlU.wav	2.859	5.395	Frying
Y0bO6DhC2tlU.wav	6.039	6.341	Frying
Y0bO6DhC2tlU.wav	7.415	10.0	Frying
Y0bj1ynHjnR8.wav	0.227	0.578	Cat
Y0bj1ynHjnR8.wav	3.967	4.602	Cat
Y0bj1ynHjnR8.wav	6.834	7.662	Cat
Y0cguhnd2XWM.wav	1.165	2.663	Cat
Y0cguhnd2XWM.wav	3.577	5.261	Cat
Y0cguhnd2XWM.wav	6.217	7.694	Cat
Y0cguhnd2XWM.wav	8.464	10.0	Cat
Y0f2A-lZYAnw.wav	0.789	0.999	Cat
Y0f2A-lZYAnw.wav	6.174	7.34	Cat
Y0ma2BvnQn2o.wav	0.232	0.57	Dishes
Y0ma2BvnQn2o.wav	0.734	0.928	Dishes
Y0ma2BvnQn2o.wav	1.111	1.353	Dishes
Y0ma2BvnQn2o.wav	2.232	2.377	Dishes
Y0ma2BvnQn2o.wav	2.705	3.343	Dishes
Y0ma2BvnQn2o.wav	3.758	4.705	Dishes
Y0ma2BvnQn2o.wav	5.266	6.531	Dishes
Y0ma2BvnQn2o.wav	9.324	9.614	Dishes
Y0ma2BvnQn2o.wav	0.0	10.0	Frying
Y0oNM3NCNF1o.wav	4.606	4.716	Dishes
Y0q87keOtUNQ.wav	1.694	2.743	Cat
Y0q87keOtUNQ.wav	3.685	4.635	Cat
Y0q87keOtUNQ.wav	5.96	6.761	Cat
Y0q87keOtUNQ.wav	9.156	9.418	Cat
Y0r9NybRIlCA.wav	3.16	3.487	Dog
Y0r9NybRIlCA.wav	3.982	4.266	Dog
Y0r9NybRIlCA.wav	4.646	5.035	Dog
Y0tNhTJc9hPk.wav	7.659	9.643	Dog
Y0uX3T48TZ-o.wav	0.027	9.283	Electric_shaver_toothbrush
Y0uab4-3d6MM.wav	9.348	9.52	Cat
Y0xtTBHty1II.wav	0.282	0.538	Dog
Y0xtTBHty1II.wav	1.114	1.28	Dog
Y0xtTBHty1II.wav	1.805	1.985	Dog
Y0xtTBHty1II.wav	2.932	3.111	Dog
Y0xtTBHty1II.wav	3.303	3.47	Dog
Y0xtTBHty1II.wav	3.918	4.097	Dog
Y0xtTBHty1II.wav	4.661	4.853	Dog
Y0xtTBHty1II.wav	5.109	5.314	Dog
Y0xtTBHty1II.wav	5.915	6.108	Dog
Y0xtTBHty1II.wav	6.389	6.645	Dog
Y0xtTBHty1II.wav	7.004	7.157	Dog
Y0xtTBHty1II.wav	7.734	7.977	Dog
Y0xtTBHty1II.wav	8.143	8.31	Dog
Y0xtTBHty1II.wav	9.577	9.795	Dog
Y1-Zkx_iY68k.wav	8.13	9.008	Cat
Y18Upv_ZinJ0.wav	2.025	10.0	Vacuum_cleaner
Y19UTZe1Gwj4.wav	6.748	7.669	Cat
Y19UTZe1Gwj4.wav	9.906	10.0	Cat
Y19_4g5xayiM.wav	0.873	1.832	Dog
Y19_4g5xayiM.wav	2.048	3.449	Dog
Y19_4g5xayiM.wav	7.911	9.279	Dog
Y1A_NgC9c1Cc.wav	4.174	4.528	Cat
Y1A_NgC9c1Cc.wav	5.588	5.942	Cat
Y1A_NgC9c1Cc.wav	6.256	6.649	Cat
Y1A_NgC9c1Cc.wav	6.845	6.983	Cat
Y1A_NgC9c1Cc.wav	7.14	7.808	Cat
Y1A_NgC9c1Cc.wav	8.044	8.22	Cat
Y1A_NgC9c1Cc.wav	8.43	8.862	Cat
Y1CPfFe_5hyQ.wav	4.815	4.969	Dishes
Y1CPfFe_5hyQ.wav	2.077	4.124	Frying
Y1CPfFe_5hyQ.wav	6.204	8.551	Frying
Y1DVyj_Q5f0A.wav	7.471	9.496	Cat
Y1DVyj_Q5f0A.wav	8.522	9.641	Speech
Y1GAKaKWyPzA.wav	1.467	2.119	Dog
Y1GAKaKWyPzA.wav	2.398	2.585	Dog
Y1GAKaKWyPzA.wav	6.135	6.741	Dog
Y1GAKaKWyPzA.wav	7.369	7.695	Dog
Y1GAKaKWyPzA.wav	8.917	9.127	Dog
Y1GAKaKWyPzA.wav	0.0	10.0	Vacuum_cleaner
Y1GMWn4IxVro.wav	0.0	3.173	Frying
Y1GMWn4IxVro.wav	5.622	10.0	Frying
Y1GOF_EEeO-0.wav	4.449	9.157	Frying
Y1H0jwhMaS70.wav	2.5	4.372	Cat
Y1H0jwhMaS70.wav	4.609	10.0	Cat
Y1JyUble6Q3s.wav	6.228	6.748	Dog
Y1JyUble6Q3s.wav	0.0	10.0	Vacuum_cleaner
Y1KCqn-RZ8-s.wav	0.268	1.382	Cat
Y1KCqn-RZ8-s.wav	1.672	2.63	Cat
Y1KCqn-RZ8-s.wav	3.084	4.585	Cat
Y1KCqn-RZ8-s.wav	5.121	7.17	Cat
Y1KCqn-RZ8-s.wav	7.462	8.412	Cat
Y1KCqn-RZ8-s.wav	8.663	9.023	Cat
Y1NbotQwFUTg.wav	0.0	1.454	Dishes
Y1NbotQwFUTg.wav	1.674	3.763	Dishes
Y1NbotQwFUTg.wav	3.949	5.907	Dishes
Y1NbotQwFUTg.wav	6.32	6.959	Dishes
Y1NbotQwFUTg.wav	7.199	9.571	Dishes
Y1NbotQwFUTg.wav	9.797	10.0	Dishes
Y1Pxla4qIsc4.wav	3.684	10.0	Running_water
Y1Q2KE92L738.wav	0.0	10.0	Running_water
Y1SpHjTw56jg.wav	0.117	0.22	Frying
Y1SpHjTw56jg.wav	0.391	0.769	Frying
Y1SpHjTw56jg.wav	1.078	1.216	Frying
Y1SpHjTw56jg.wav	1.573	1.676	Frying
Y1SpHjTw56jg.wav	2.61	2.878	Frying
Y1SpHjTw56jg.wav	3.359	3.578	Frying
Y1SpHjTw56jg.wav	3.963	4.169	Frying
Y1SpHjTw56jg.wav	4.396	4.54	Frying
Y1SpHjTw56jg.wav	4.856	5.632	Frying
Y1SpHjTw56jg.wav	6.683	6.806	Frying
Y1SpHjTw56jg.wav	7.012	8.125	Frying
Y1SpHjTw56jg.wav	8.764	9.141	Frying
Y1TAOyk0Xgss.wav	8.819	8.835	Vacuum_cleaner
Y1Y8s8E-Wroc.wav	0.0	0.792	Cat
Y1Y8s8E-Wroc.wav	4.658	4.969	Cat
Y1Y8s8E-Wroc.wav	5.135	5.356	Cat
Y1Y8s8E-Wroc.wav	5.584	6.228	Cat
Y1Y8s8E-Wroc.wav	6.442	7.085	Cat
Y1Y8s8E-Wroc.wav	7.261	7.542	Cat
Y1Y8s8E-Wroc.wav	7.708	8.01	Cat
Y1Y8s8E-Wroc.wav	8.185	8.434	Cat
Y1Y8s8E-Wroc.wav	8.655	8.883	Cat
Y1Y8s8E-Wroc.wav	9.049	9.264	Cat
Y1Y8s8E-Wroc.wav	9.533	9.72	Cat
Y1ZHIoV0ybVU.wav	0.007	0.554	Cat
Y1ZHIoV0ybVU.wav	1.007	1.869	Cat
Y1ZHIoV0ybVU.wav	2.43	3.12	Cat
Y1ZHIoV0ybVU.wav	3.595	4.105	Cat
Y1ZHIoV0ybVU.wav	4.695	5.407	Cat
Y1ZHIoV0ybVU.wav	6.305	6.96	Cat
Y1gOpSK9iZcM.wav	0.438	1.148	Cat
Y1gOpSK9iZcM.wav	2.734	3.344	Cat
Y1gOpSK9iZcM.wav	3.638	4.205	Cat
Y1gOpSK9iZcM.wav	7.083	8.088	Cat
Y1lqdBjdJgWg.wav	0.68	1.2	Dishes
Y1lqdBjdJgWg.wav	2.564	3.702	Dishes
Y1lqdBjdJgWg.wav	4.774	5.773	Dishes
Y1lqdBjdJgWg.wav	7.081	8.194	Dishes
Y1qWIWqV1gyI.wav	0.0	10.0	Dog
Y1sIRkbmhr58.wav	0.52	1.915	Cat
Y1sIRkbmhr58.wav	2.674	3.968	Cat
Y1sIRkbmhr58.wav	4.98	6.425	Cat
Y1sIRkbmhr58.wav	6.989	8.529	Cat
Y1tJdV9lG8dI.wav	0.996	2.824	Cat
Y1tJdV9lG8dI.wav	5.513	8.47	Cat
Y1zg1irhT4wI.wav	0.0	10.0	Alarm_bell_ringing
Y2-BB_iabdPI.wav	4.401	6.333	Alarm_bell_ringing
Y2-BB_iabdPI.wav	6.53	7.01	Alarm_bell_ringing
Y2-BB_iabdPI.wav	7.212	7.704	Alarm_bell_ringing
Y2-BB_iabdPI.wav	7.964	8.41	Alarm_bell_ringing
Y2-BB_iabdPI.wav	8.676	9.08	Alarm_bell_ringing
Y2-BB_iabdPI.wav	9.37	9.78	Alarm_bell_ringing
Y2-JdnOFLx90.wav	0.0	10.0	Vacuum_cleaner
Y2-dHuNPOmFg.wav	1.731	2.116	Cat
Y2-dHuNPOmFg.wav	2.652	2.849	Cat
Y2-dHuNPOmFg.wav	3.179	3.76	Cat
Y2-dHuNPOmFg.wav	3.93	4.421	Cat
Y2-dHuNPOmFg.wav	4.645	5.083	Cat
Y2-dHuNPOmFg.wav	5.288	5.771	Cat
Y2-dHuNPOmFg.wav	5.958	6.629	Cat
Y2-dHuNPOmFg.wav	7.031	7.46	Cat
Y22t78dtnqFI.wav	0.0	0.202	Cat
Y22t78dtnqFI.wav	0.636	3.904	Cat
Y22t78dtnqFI.wav	5.408	7.328	Cat
Y27jlpi7rq28.wav	0.008	10.0	Frying
Y2CTOzEr5JGo.wav	0.0	0.631	Cat
Y2CTOzEr5JGo.wav	2.718	4.037	Cat
Y2GQHZpe5yjA.wav	0.0	10.0	Alarm_bell_ringing
Y2HlCRjjDhIA.wav	0.0	0.299	Cat
Y2HlCRjjDhIA.wav	2.737	3.485	Cat
Y2HlCRjjDhIA.wav	5.988	6.776	Cat
Y2HlCRjjDhIA.wav	7.166	8.174	Cat
Y2HlCRjjDhIA.wav	8.483	8.914	Cat
Y2I0ns0crmrA.wav	1.916	2.153	Cat
Y2I0ns0crmrA.wav	2.344	2.504	Cat
Y2I0ns0crmrA.wav	3.527	3.802	Cat
Y2I4EZ-jbO_E.wav	0.0	3.184	Frying
Y2I4EZ-jbO_E.wav	3.939	4.413	Frying
Y2I4EZ-jbO_E.wav	4.623	9.26	Frying
Y2I4EZ-jbO_E.wav	9.637	10.0	Frying
Y2KdHeWz8utE.wav	0.0	10.0	Vacuum_cleaner
Y2KhtV4TsZ3M.wav	1.168	1.758	Dishes
Y2KhtV4TsZ3M.wav	3.314	3.468	Dishes
Y2KhtV4TsZ3M.wav	9.071	9.58	Dishes
Y2KhtV4TsZ3M.wav	9.862	10.0	Dishes
Y2KhtV4TsZ3M.wav	0.0	10.0	Frying
Y2Lg4zowpNxE.wav	0.0	10.0	Vacuum_cleaner
Y2MFWzrk_KTM.wav	0.0	0.98	Cat
Y2MFWzrk_KTM.wav	1.143	2.816	Cat
Y2MFWzrk_KTM.wav	3.669	4.36	Cat
Y2MFWzrk_KTM.wav	4.522	4.798	Cat
Y2MFWzrk_KTM.wav	5.034	7.893	Cat
Y2MFWzrk_KTM.wav	8.243	9.152	Cat
Y2MwW5vQm4wI.wav	0.128	0.218	Dishes
Y2MwW5vQm4wI.wav	0.667	0.778	Dishes
Y2MwW5vQm4wI.wav	1.02	1.103	Dishes
Y2MwW5vQm4wI.wav	1.401	1.463	Dishes
Y2MwW5vQm4wI.wav	1.691	1.767	Dishes
Y2MwW5vQm4wI.wav	2.044	2.14	Dishes
Y2MwW5vQm4wI.wav	2.638	2.728	Dishes
Y2MwW5vQm4wI.wav	2.97	3.074	Dishes
Y2MwW5vQm4wI.wav	3.302	3.406	Dishes
Y2MwW5vQm4wI.wav	3.759	3.842	Dishes
Y2MwW5vQm4wI.wav	4.194	4.277	Dishes
Y2MwW5vQm4wI.wav	4.513	4.589	Dishes
Y2MwW5vQm4wI.wav	7.562	7.811	Dishes
Y2MwW5vQm4wI.wav	7.991	8.081	Dishes
Y2MwW5vQm4wI.wav	8.247	8.33	Dishes
Y2MwW5vQm4wI.wav	8.662	9.194	Dishes
Y2MwW5vQm4wI.wav	9.367	9.927	Dishes
Y2MwW5vQm4wI.wav	7.659	10.0	Frying
Y2Og2AI0y9Ok.wav	6.067	7.236	Cat
Y2OtuehBenJg.wav	9.501	9.92	Alarm_bell_ringing
Y2P1Hlgky67c.wav	0.295	0.758	Dog
Y2P1Hlgky67c.wav	1.209	1.515	Dog
Y2P1Hlgky67c.wav	2.441	2.643	Dog
Y2P1Hlgky67c.wav	3.424	3.638	Dog
Y2P1Hlgky67c.wav	4.465	4.685	Dog
Y2P1Hlgky67c.wav	6.194	7.154	Dog
Y2P1Hlgky67c.wav	7.357	7.958	Dog
Y2P1Hlgky67c.wav	8.323	8.531	Dog
Y2P1Hlgky67c.wav	8.757	9.005	Dog
Y2REf8hLLYMw.wav	7.063	8.811	Cat
Y2STyPkuwzDg.wav	0.0	0.561	Dog
Y2STyPkuwzDg.wav	0.812	1.137	Dog
Y2STyPkuwzDg.wav	1.292	2.218	Dog
Y2STyPkuwzDg.wav	2.413	2.729	Dog
Y2STyPkuwzDg.wav	3.274	3.956	Dog
Y2STyPkuwzDg.wav	4.395	5.808	Dog
Y2STyPkuwzDg.wav	6.239	6.929	Dog
Y2STyPkuwzDg.wav	7.904	8.188	Dog
Y2STyPkuwzDg.wav	9.545	9.911	Dog
Y2YFsREAuJv4.wav	9.131	10.0	Cat
Y2dhsSsHXKVk.wav	0.331	7.856	Blender
Y2dhsSsHXKVk.wav	8.585	9.27	Blender
Y2eYaXTKSpMI.wav	0.0	2.622	Cat
Y2eYaXTKSpMI.wav	3.504	7.189	Cat
Y2fegAHjJFBU.wav	5.315	5.449	Dog
Y2fegAHjJFBU.wav	6.414	7.399	Dog
Y2fegAHjJFBU.wav	8.142	8.409	Dog
Y2gCoy1QSPKM.wav	2.868	4.136	Cat
Y2gCoy1QSPKM.wav	6.761	7.67	Cat
Y2gCoy1QSPKM.wav	8.015	8.63	Cat
Y2gNNOH5bI18.wav	0.0	10.0	Electric_shaver_toothbrush
Y2gO6vpHLays.wav	8.354	10.0	Frying
Y2gvtmPZBNqw.wav	0.607	1.175	Cat
Y2gvtmPZBNqw.wav	1.719	2.556	Cat
Y2gvtmPZBNqw.wav	3.962	5.489	Cat
Y2gvtmPZBNqw.wav	5.757	6.374	Cat
Y2gvtmPZBNqw.wav	6.918	7.633	Cat
Y2gvtmPZBNqw.wav	7.901	8.251	Cat
Y2gvtmPZBNqw.wav	8.608	9.396	Cat
Y2kNgKBYd41U.wav	0.834	1.654	Cat
Y2kNgKBYd41U.wav	2.719	3.742	Cat
Y2kNgKBYd41U.wav	6.204	6.91	Cat
Y2kNgKBYd41U.wav	8.576	9.445	Cat
Y2kOOgrG6LH0.wav	0.0	4.961	Cat
Y2kOOgrG6LH0.wav	5.417	6.945	Cat
Y2kOOgrG6LH0.wav	7.906	9.142	Cat
Y2kOOgrG6LH0.wav	9.543	10.0	Cat
Y2kOOgrG6LH0.wav	0.0	1.559	Speech
Y2kOOgrG6LH0.wav	2.173	3.157	Speech
Y2kOOgrG6LH0.wav	3.386	5.197	Speech
Y2kOOgrG6LH0.wav	6.268	6.441	Speech
Y2kOOgrG6LH0.wav	6.937	7.921	Speech
Y2kOOgrG6LH0.wav	8.213	9.724	Speech
Y2mKqJZETUOI.wav	0.0	5.712	Cat
Y2mKqJZETUOI.wav	6.201	10.0	Cat
Y2nPK8lDcJ-o.wav	4.932	5.384	Alarm_bell_ringing
Y2nPK8lDcJ-o.wav	5.92	10.0	Alarm_bell_ringing
Y2sZhC_mKeic.wav	0.206	1.182	Cat
Y2sbfNvZgrPI.wav	0.493	1.256	Dog
Y2sbfNvZgrPI.wav	5.204	6.399	Dog
Y2sbfNvZgrPI.wav	9.916	10.0	Dog
Y2thEiD8IAhM.wav	0.0	10.0	Running_water
Y2ty0UNZyvIQ.wav	3.791	4.124	Dog
Y2ty0UNZyvIQ.wav	4.376	4.644	Dog
Y2ty0UNZyvIQ.wav	4.806	5.066	Dog
Y2ty0UNZyvIQ.wav	5.546	6.626	Dog
Y2ty0UNZyvIQ.wav	7.349	7.666	Dog
